ID,Work Item Type,Title,Assigned To,State,Area Path,Tags,Comment Count
"18143","Test Case","Document Upload | Verify that “Apply to All Documents” works for bulk uploads.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18144","Test Case","Document Upload | Verify that uploaded documents appear in search results after completion.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18133","Test Case","Inline View | Verify that single-click opens the inline document preview panel.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18134","Test Case","Inline View | Verify that document metadata is displayed in Info and Properties tabs.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18135","Test Case","Full Viewer | Verify that double-click opens the full document viewer screen.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18136","Test Case","Full Viewer | Verify that document content is displayed correctly in the viewer.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18105","Test Case","Search | Verify that users can perform keyword-based search.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18106","Test Case","Search | Verify that users can perform natural language search queries.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18107","Test Case","Search | Verify that search results update dynamically as the query changes.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18108","Test Case","Search | Verify that search results respect applied filters, refiners, and locations.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18109","Test Case","Locations | Verify that users can navigate hierarchical folder structures up to four levels.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18110","Test Case","Locations | Verify that selecting a location filters documents accordingly.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18111","Test Case","Locations | Verify that multiple locations can be selected simultaneously.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18112","Test Case","Locations | Verify that unselecting a location removes its filtering effect.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18113","Test Case","Refiners | Verify that users can filter documents using parent document type.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18114","Test Case","Refiners | Verify that users can filter documents using sub-document type.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18115","Test Case","Refiners | Verify that users can filter documents using year.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18116","Test Case","Refiners | Verify that users can filter documents using supplier name.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18117","Test Case","Refiners | Verify that multiple refiners can be applied simultaneously.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18118","Test Case","File Distribution Graph | Verify that document distribution is displayed in a bar chart.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18119","Test Case","File Distribution Graph | Verify that users can toggle between week, month, and quarter views.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18120","Test Case","File Distribution Graph | Verify that the graph updates based on applied filters.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18121","Test Case","Date Filter | Verify that users can filter documents using a date range.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18122","Test Case","Date Filter | Verify that documents outside the selected date range are excluded.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18123","Test Case","File Type Filter | Verify that users can filter documents by MIME type.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18124","Test Case","File Type Filter | Verify that “All Formats” checkbox selects and unselects all types.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18125","Test Case","File Size Filter | Verify that users can filter documents using minimum and maximum file size.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18126","Test Case","Document Type Filter | Verify that selecting a document type filters results accordingly.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18127","Test Case","Document Type Filter | Verify that selecting “Any” displays all document types.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18128","Test Case","Author Filter | Verify that users can filter documents by author.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18129","Test Case","Tag Heatmap | Verify that tag size reflects frequency of usage.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18130","Test Case","Tag Heatmap | Verify that hovering over a tag displays the document count.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18131","Test Case","Tag Heatmap | Verify that selecting a tag filters search results accordingly.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18067","Test Case","Super Admin | Verify that Super Admin can create a new company (new tenant ) .","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18068","Test Case","Super Admin | Verify that Super Admin can select one or more departments during onboarding.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18069","Test Case","Super Admin | Verify that Super Admin can add one or more departments during onboarding.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18070","Test Case","Super Admin | Verify that onboarding sends a confirmation email with access details.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18071","Test Case","Super Admin | Verify that Super Admin cannot view documents from any tenant.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18072","Test Case","Super Admin | Verify that Super Admin cannot access document metadata or content.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18073","Test Case","Super Admin | Verify that Super Admin can delete an existing tenant.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18074","Test Case","Super Admin | Verify that Super Admin can create and assign a Tenant Admin to a tenant.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18075","Test Case","Super Admin | Verify that Super Admin can manage user roles and departments across tenants without accessing tenant documents.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18076","Test Case","Tenant Admin | Verify that Tenant Admin can view, upload, & edit all documents within the assigned tenant.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18077","Test Case","Tenant Admin | Verify that Tenant Admin cannot view documents belonging to other tenants.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18078","Test Case","Tenant Admin | Verify that Tenant Admin can view documents across all departments within the tenant.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18079","Test Case","Tenant Admin | Verify that Tenant Admin can create a new user.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18080","Test Case","Tenant Admin | Verify that mandatory fields are required during user creation.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18081","Test Case","Tenant Admin | Verify that a success message appears after user creation.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18082","Test Case","Tenant Admin | Verify that Tenant Admin can change user passwords.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18083","Test Case","Tenant Admin | Verify that Tenant Admin can add users to a group.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18084","Test Case","Tenant Admin | Verify that Tenant Admin can remove users from a group.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18085","Test Case","Tenant Admin | Verify that Group Members panel reflects updates immediately.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18086","Test Case","Tenant Admin | Verify that search works within large group member lists.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18087","Test Case","Tenant Admin | Verify that Tenant Admin can onboard a department successfully.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18088","Test Case","Tenant Admin | Verify that archiving a department sets it to read-only access.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18089","Test Case","Department Admin | Verify that Department Admin can view/upload documents under the assigned department.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18090","Test Case","Department Admin | Verify that Department Admin cannot view documents from other departments in the same tenant.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18091","Test Case","Department Admin | Verify that Department Admin can view/edit documents uploaded by all users in the department.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18092","Test Case","Department Admin | Verify that Department Admin cannot edit documents from archived departments.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18093","Test Case","Contributor | Verify that Contributor can view and edit documents within departments assigned through their group membership.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18094","Test Case","Contributor | Verify that Contributor cannot view documents outside departments assigned to their group.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18095","Test Case","Contributor | Verify that Contributor can view and edit documents uploaded by other users within the same group-assigned department.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18096","Test Case","Viewer | Verify that Viewer can view documents within departments assigned through their group membership.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18097","Test Case","Viewer | Verify that Viewer cannot view documents outside departments assigned to their group.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18098","Test Case","Viewer | Verify that Viewer cannot upload, delete, or modify documents regardless of group membership.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18099","Test Case","Viewer | Verify that Viewer cannot access restricted or administrative documents not permitted to their group.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18100","Test Case","Cross-Role | Verify that document visibility updates correctly when a user role is changed.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18101","Test Case","Cross-Role | Verify that document visibility updates correctly when a user’s group membership changes.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18102","Test Case","Cross-Role | Verify that document visibility updates correctly when department assignment within a group changes.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18103","Test Case","Cross-Role | Verify that search results return only documents permitted by the user’s role and group membership.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18057","Test Case","Login & Authentication | Verify that the same OAuth identity is reused across FotoCapture and FotoFind.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18058","Test Case","Login & Authentication | Verify that users are not prompted for separate credentials for FotoFind.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18059","Test Case","Login & Authentication | Verify that unauthorized users are denied access to FotoFind.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18060","Test Case","Home Screen | Verify that users land on the Home screen after successful login.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18061","Test Case","Home Screen | Verify that all accessible documents are displayed by default.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18062","Test Case","Home Screen | Verify that document list updates dynamically when filters are applied.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18063","Test Case","General Settings | Verify that users can change their password successfully.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18064","Test Case","Preferences | Verify that users can change the application theme.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18054","Test Case","Login & Authentication | Verify that Nuxeo logo is not displayed on log in page.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
"18055","Test Case","Login & Authentication | Verify that end users can authenticate using username and password.","Aesha.Hassen <Aesha.Hassen@fotopiatech.com>","Design","Foto Find",,"0"
